"TIME","GEO","VICTIM","UNIT","Value","Flag and Footnotes"
"2009","Sweden","Killed","Number","358",""
"2009","Sweden","Killed","Per million inhabitants","39",""
"2009","Sweden","Injured","Number","25,281",""
"2009","Sweden","Injured","Per million inhabitants","2,731",""
"2009","United Kingdom","Killed","Number","2,337",""
"2009","United Kingdom","Killed","Per million inhabitants","38",""
"2009","United Kingdom","Injured","Number","229,576",""
"2009","United Kingdom","Injured","Per million inhabitants","3,700",""
"2009","Liechtenstein","Killed","Number","1",""
"2009","Liechtenstein","Killed","Per million inhabitants","28",""
"2009","Liechtenstein","Injured","Number","111",""
"2009","Liechtenstein","Injured","Per million inhabitants","3,119",""
"2009","Norway","Killed","Number","212",""
"2009","Norway","Killed","Per million inhabitants","44",""
"2009","Norway","Injured","Number","9,844",""
"2009","Norway","Injured","Per million inhabitants","2,051",""
"2009","Switzerland","Killed","Number","349",""
"2009","Switzerland","Killed","Per million inhabitants","45",""
"2009","Switzerland","Injured","Number","25,130",""
"2009","Switzerland","Injured","Per million inhabitants","3,263",""
"2009","Turkey","Killed","Number","4,324",""
"2009","Turkey","Killed","Per million inhabitants","60",""
"2009","Turkey","Injured","Number","201,380",""
"2009","Turkey","Injured","Per million inhabitants","2,816",""
"2010","Belgium","Killed","Number","841",""
"2010","Belgium","Killed","Per million inhabitants","78",""
"2010","Belgium","Injured","Number","60,363",""
"2010","Belgium","Injured","Per million inhabitants","5,569",""
"2010","Bulgaria","Killed","Number","776",""
"2010","Bulgaria","Killed","Per million inhabitants","105",""
"2010","Bulgaria","Injured","Number","8,078",""
"2010","Bulgaria","Injured","Per million inhabitants","1,088",""
"2010","Czechia","Killed","Number","802",""
"2010","Czechia","Killed","Per million inhabitants","77",""
"2010","Czechia","Injured","Number","24,384",""
"2010","Czechia","Injured","Per million inhabitants","2,331",""
"2010","Denmark","Killed","Number","255",""
"2010","Denmark","Killed","Per million inhabitants","46",""
"2010","Denmark","Injured","Number","4,153",""
"2010","Denmark","Injured","Per million inhabitants","750",""
"2010","Germany (until 1990 former territory of the FRG)","Killed","Number","3,648",""
"2010","Germany (until 1990 former territory of the FRG)","Killed","Per million inhabitants","45",""
"2010","Germany (until 1990 former territory of the FRG)","Injured","Number","371,170",""
"2010","Germany (until 1990 former territory of the FRG)","Injured","Per million inhabitants","4,537",""
"2010","Estonia","Killed","Number","79",""
"2010","Estonia","Killed","Per million inhabitants","59",""
"2010","Estonia","Injured","Number","1,720",""
"2010","Estonia","Injured","Per million inhabitants","1,290",""
"2010","Ireland","Killed","Number","212",""
"2010","Ireland","Killed","Per million inhabitants","47",""
"2010","Ireland","Injured","Number","8,270",""
"2010","Ireland","Injured","Per million inhabitants","1,818",""
"2010","Greece","Killed","Number","1,258",""
"2010","Greece","Killed","Per million inhabitants","113",""
"2010","Greece","Injured","Number","19,108",""
"2010","Greece","Injured","Per million inhabitants","1,718",""
"2010","Spain","Killed","Number","2,478",""
"2010","Spain","Killed","Per million inhabitants","53",""
"2010","Spain","Injured","Number","120,345",""
"2010","Spain","Injured","Per million inhabitants","2,589",""
"2010","France","Killed","Number","4,172",""
"2010","France","Killed","Per million inhabitants","65",""
"2010","France","Injured","Number","87,173",""
"2010","France","Injured","Per million inhabitants","1,348",""
"2010","Croatia","Killed","Number","426",""
"2010","Croatia","Killed","Per million inhabitants","99",""
"2010","Croatia","Injured","Number","18,333",""
"2010","Croatia","Injured","Per million inhabitants","4,261",""
"2010","Italy","Killed","Number","4,114",""
"2010","Italy","Killed","Per million inhabitants","70",""
"2010","Italy","Injured","Number","304,720",""
"2010","Italy","Injured","Per million inhabitants","5,148",""
"2010","Cyprus","Killed","Number","60",""
"2010","Cyprus","Killed","Per million inhabitants","73",""
"2010","Cyprus","Injured","Number","1,762",""
"2010","Cyprus","Injured","Per million inhabitants","2,151",""
"2010","Latvia","Killed","Number","218",""
"2010","Latvia","Killed","Per million inhabitants","103",""
"2010","Latvia","Injured","Number","4,023",""
"2010","Latvia","Injured","Per million inhabitants","1,897",""
"2010","Lithuania","Killed","Number","299",""
"2010","Lithuania","Killed","Per million inhabitants","95",""
"2010","Lithuania","Injured","Number","4,230",""
"2010","Lithuania","Injured","Per million inhabitants","1,346",""
"2010","Luxembourg","Killed","Number","32",""
"2010","Luxembourg","Killed","Per million inhabitants","64",""
"2010","Luxembourg","Injured","Number","1,185",""
"2010","Luxembourg","Injured","Per million inhabitants","2,360",""
"2010","Hungary","Killed","Number","740",""
"2010","Hungary","Killed","Per million inhabitants","74",""
"2010","Hungary","Injured","Number","21,657",""
"2010","Hungary","Injured","Per million inhabitants","2,163",""
"2010","Malta","Killed","Number","15",""
"2010","Malta","Killed","Per million inhabitants","36",""
"2010","Malta","Injured","Number","1,064",""
"2010","Malta","Injured","Per million inhabitants","2,570",""
"2010","Netherlands","Killed","Number","640",""
"2010","Netherlands","Killed","Per million inhabitants","39",""
"2010","Netherlands","Injured","Number",":",""
"2010","Netherlands","Injured","Per million inhabitants",":",""
"2010","Austria","Killed","Number","552",""
"2010","Austria","Killed","Per million inhabitants","66",""
"2010","Austria","Injured","Number","45,858",""
"2010","Austria","Injured","Per million inhabitants","5,491",""
"2010","Poland","Killed","Number","3,907",""
"2010","Poland","Killed","Per million inhabitants","103",""
"2010","Poland","Injured","Number","48,952",""
"2010","Poland","Injured","Per million inhabitants","1,287",""
"2010","Portugal","Killed","Number","967","b"
"2010","Portugal","Killed","Per million inhabitants","91","b"
"2010","Portugal","Injured","Number","48,573","b"
"2010","Portugal","Injured","Per million inhabitants","4,594","b"
"2010","Romania","Killed","Number","2,377",""
"2010","Romania","Killed","Per million inhabitants","117",""
"2010","Romania","Injured","Number","32,414",""
"2010","Romania","Injured","Per million inhabitants","1,597",""
"2010","Slovenia","Killed","Number","138",""
"2010","Slovenia","Killed","Per million inhabitants","67",""
"2010","Slovenia","Injured","Number","10,316",""
"2010","Slovenia","Injured","Per million inhabitants","5,040",""
"2010","Slovakia","Killed","Number","353",""
"2010","Slovakia","Killed","Per million inhabitants","65",""
"2010","Slovakia","Injured","Number","8,150",""
"2010","Slovakia","Injured","Per million inhabitants","1,512",""
"2010","Finland","Killed","Number","272",""
"2010","Finland","Killed","Per million inhabitants","51",""
"2010","Finland","Injured","Number","7,673",""
"2010","Finland","Injured","Per million inhabitants","1,434",""
"2010","Sweden","Killed","Number","266","b"
"2010","Sweden","Killed","Per million inhabitants","28","b"
"2010","Sweden","Injured","Number","23,305",""
"2010","Sweden","Injured","Per million inhabitants","2,495",""
"2010","United Kingdom","Killed","Number","1,905",""
"2010","United Kingdom","Killed","Per million inhabitants","30",""
"2010","United Kingdom","Injured","Number","215,700",""
"2010","United Kingdom","Injured","Per million inhabitants","3,451",""
"2010","Liechtenstein","Killed","Number","0",""
"2010","Liechtenstein","Killed","Per million inhabitants","0",""
"2010","Liechtenstein","Injured","Number","114",""
"2010","Liechtenstein","Injured","Per million inhabitants","3,176",""
"2010","Norway","Killed","Number","208",""
"2010","Norway","Killed","Per million inhabitants","43",""
"2010","Norway","Injured","Number","9,130",""
"2010","Norway","Injured","Per million inhabitants","1,879",""
"2010","Switzerland","Killed","Number","327",""
"2010","Switzerland","Killed","Per million inhabitants","42",""
"2010","Switzerland","Injured","Number","24,237",""
"2010","Switzerland","Injured","Per million inhabitants","3,113",""
"2010","Turkey","Killed","Number","4,045",""
"2010","Turkey","Killed","Per million inhabitants","56",""
"2010","Turkey","Injured","Number","211,496",""
"2010","Turkey","Injured","Per million inhabitants","2,915",""
"2011","Belgium","Killed","Number","858",""
"2011","Belgium","Killed","Per million inhabitants","78",""
"2011","Belgium","Injured","Number","62,801",""
"2011","Belgium","Injured","Per million inhabitants","5,709",""
"2011","Bulgaria","Killed","Number","657",""
"2011","Bulgaria","Killed","Per million inhabitants","89",""
"2011","Bulgaria","Injured","Number","8,301",""
"2011","Bulgaria","Injured","Per million inhabitants","1,126",""
"2011","Czechia","Killed","Number","773",""
"2011","Czechia","Killed","Per million inhabitants","74",""
"2011","Czechia","Injured","Number","25,549",""
"2011","Czechia","Injured","Per million inhabitants","2,436",""
"2011","Denmark","Killed","Number","220",""
"2011","Denmark","Killed","Per million inhabitants","40",""
"2011","Denmark","Injured","Number","4,039",""
"2011","Denmark","Injured","Per million inhabitants","726",""
"2011","Germany (until 1990 former territory of the FRG)","Killed","Number","4,009",""
"2011","Germany (until 1990 former territory of the FRG)","Killed","Per million inhabitants","49",""
"2011","Germany (until 1990 former territory of the FRG)","Injured","Number","392,365",""
"2011","Germany (until 1990 former territory of the FRG)","Injured","Per million inhabitants","4,799",""
"2011","Estonia","Killed","Number","101",""
"2011","Estonia","Killed","Per million inhabitants","76",""
"2011","Estonia","Injured","Number","1,877",""
"2011","Estonia","Injured","Per million inhabitants","1,412",""
"2011","Ireland","Killed","Number","186",""
"2011","Ireland","Killed","Per million inhabitants","41",""
"2011","Ireland","Injured","Number","6,972",""
"2011","Ireland","Injured","Per million inhabitants","1,525",""
"2011","Greece","Killed","Number","1,141",""
"2011","Greece","Killed","Per million inhabitants","103",""
"2011","Greece","Injured","Number","17,259",""
"2011","Greece","Injured","Per million inhabitants","1,552",""
"2011","Spain","Killed","Number","2,060",""
"2011","Spain","Killed","Per million inhabitants","44",""
"2011","Spain","Injured","Number","115,627",""
"2011","Spain","Injured","Per million inhabitants","2,478",""
"2011","France","Killed","Number","4,111",""
"2011","France","Killed","Per million inhabitants","63",""
"2011","France","Injured","Number","81,251",""
"2011","France","Injured","Per million inhabitants","1,250",""
"2011","Croatia","Killed","Number","418",""
"2011","Croatia","Killed","Per million inhabitants","97",""
"2011","Croatia","Injured","Number","18,065",""
"2011","Croatia","Injured","Per million inhabitants","4,211",""
"2011","Italy","Killed","Number","3,860",""
"2011","Italy","Killed","Per million inhabitants","65",""
"2011","Italy","Injured","Number","292,019",""
"2011","Italy","Injured","Per million inhabitants","4,919",""
"2011","Cyprus","Killed","Number","71",""
"2011","Cyprus","Killed","Per million inhabitants","85",""
"2011","Cyprus","Injured","Number","1,553",""
"2011","Cyprus","Injured","Per million inhabitants","1,849",""
"2011","Latvia","Killed","Number","179",""
"2011","Latvia","Killed","Per million inhabitants","86",""
"2011","Latvia","Injured","Number","4,224",""
"2011","Latvia","Injured","Per million inhabitants","2,036",""
"2011","Lithuania","Killed","Number","296",""
"2011","Lithuania","Killed","Per million inhabitants","97",""
"2011","Lithuania","Injured","Number","3,919",""
"2011","Lithuania","Injured","Per million inhabitants","1,284",""
"2011","Luxembourg","Killed","Number","33",""
"2011","Luxembourg","Killed","Per million inhabitants","64",""
"2011","Luxembourg","Injured","Number","1,308",""
"2011","Luxembourg","Injured","Per million inhabitants","2,555",""
"2011","Hungary","Killed","Number","638",""
"2011","Hungary","Killed","Per million inhabitants","64",""
"2011","Hungary","Injured","Number","20,172",""
"2011","Hungary","Injured","Per million inhabitants","2,020",""
"2011","Malta","Killed","Number","17",""
"2011","Malta","Killed","Per million inhabitants","41",""
"2011","Malta","Injured","Number","1,560",""
"2011","Malta","Injured","Per million inhabitants","3,759",""
"2011","Netherlands","Killed","Number","661",""
"2011","Netherlands","Killed","Per million inhabitants","40",""
"2011","Netherlands","Injured","Number",":",""
"2011","Netherlands","Injured","Per million inhabitants",":",""
"2011","Austria","Killed","Number","523",""
"2011","Austria","Killed","Per million inhabitants","62",""
"2011","Austria","Injured","Number","45,025",""
"2011","Austria","Injured","Per million inhabitants","5,376",""
"2011","Poland","Killed","Number","4,189",""
"2011","Poland","Killed","Per million inhabitants","110",""
"2011","Poland","Injured","Number","49,501",""
"2011","Poland","Injured","Per million inhabitants","1,301",""
"2011","Portugal","Killed","Number","932",""
"2011","Portugal","Killed","Per million inhabitants","88",""
"2011","Portugal","Injured","Number","43,791",""
"2011","Portugal","Injured","Per million inhabitants","4,142",""
"2011","Romania","Killed","Number","2,018",""
"2011","Romania","Killed","Per million inhabitants","100",""
"2011","Romania","Injured","Number","33,491",""
"2011","Romania","Injured","Per million inhabitants","1,658",""
"2011","Slovenia","Killed","Number","141",""
"2011","Slovenia","Killed","Per million inhabitants","69",""
"2011","Slovenia","Injured","Number","9,673",""
"2011","Slovenia","Injured","Per million inhabitants","4,718",""
"2011","Slovakia","Killed","Number","355",""
"2011","Slovakia","Killed","Per million inhabitants","66",""
"2011","Slovakia","Injured","Number","7,057",""
"2011","Slovakia","Injured","Per million inhabitants","1,309",""
"2011","Finland","Killed","Number","292",""
"2011","Finland","Killed","Per million inhabitants","54",""
"2011","Finland","Injured","Number","7,931",""
"2011","Finland","Injured","Per million inhabitants","1,475",""
"2011","Sweden","Killed","Number","319",""
"2011","Sweden","Killed","Per million inhabitants","34",""
"2011","Sweden","Injured","Number","22,360",""
"2011","Sweden","Injured","Per million inhabitants","2,375",""
"2011","United Kingdom","Killed","Number","1,960",""
"2011","United Kingdom","Killed","Per million inhabitants","31",""
"2011","United Kingdom","Injured","Number","210,750",""
"2011","United Kingdom","Injured","Per million inhabitants","3,344",""
"2011","Liechtenstein","Killed","Number","2",""
"2011","Liechtenstein","Killed","Per million inhabitants","55",""
"2011","Liechtenstein","Injured","Number","105",""
"2011","Liechtenstein","Injured","Per million inhabitants","2,905",""
"2011","Norway","Killed","Number","168",""
"2011","Norway","Killed","Per million inhabitants","34",""
"2011","Norway","Injured","Number","8,363",""
"2011","Norway","Injured","Per million inhabitants","1,700",""
"2011","Switzerland","Killed","Number","320",""
"2011","Switzerland","Killed","Per million inhabitants","41",""
"2011","Switzerland","Injured","Number","23,242",""
"2011","Switzerland","Injured","Per million inhabitants","2,953",""
"2011","Turkey","Killed","Number","3,835",""
"2011","Turkey","Killed","Per million inhabitants","52",""
"2011","Turkey","Injured","Number","238,074",""
"2011","Turkey","Injured","Per million inhabitants","3,229",""
"2012","Belgium","Killed","Number","767",""
"2012","Belgium","Killed","Per million inhabitants","69",""
"2012","Belgium","Injured","Number","57,707",""
"2012","Belgium","Injured","Per million inhabitants","5,201",""
"2012","Bulgaria","Killed","Number","601",""
"2012","Bulgaria","Killed","Per million inhabitants","82",""
"2012","Bulgaria","Injured","Number","8,193",""
"2012","Bulgaria","Injured","Per million inhabitants","1,118",""
"2012","Czechia","Killed","Number","742",""
"2012","Czechia","Killed","Per million inhabitants","71",""
"2012","Czechia","Injured","Number","25,516",""
"2012","Czechia","Injured","Per million inhabitants","2,429",""
"2012","Denmark","Killed","Number","167",""
"2012","Denmark","Killed","Per million inhabitants","30",""
"2012","Denmark","Injured","Number","3,611",""
"2012","Denmark","Injured","Per million inhabitants","647",""
"2012","Germany (until 1990 former territory of the FRG)","Killed","Number","3,600",""
"2012","Germany (until 1990 former territory of the FRG)","Killed","Per million inhabitants","45",""
"2012","Germany (until 1990 former territory of the FRG)","Injured","Number","384,378",""
"2012","Germany (until 1990 former territory of the FRG)","Injured","Per million inhabitants","4,785",""
"2012","Estonia","Killed","Number","87",""
"2012","Estonia","Killed","Per million inhabitants","66",""
"2012","Estonia","Injured","Number","1,707",""
"2012","Estonia","Injured","Per million inhabitants","1,288",""
"2012","Ireland","Killed","Number","163",""
"2012","Ireland","Killed","Per million inhabitants","36",""
"2012","Ireland","Injured","Number","7,942",""
"2012","Ireland","Injured","Per million inhabitants","1,733",""
"2012","Greece","Killed","Number","988",""
"2012","Greece","Killed","Per million inhabitants","89",""
"2012","Greece","Injured","Number","15,640",""
"2012","Greece","Injured","Per million inhabitants","1,411",""
"2012","Spain","Killed","Number","1,903",""
"2012","Spain","Killed","Per million inhabitants","41",""
"2012","Spain","Injured","Number","115,890",""
"2012","Spain","Injured","Per million inhabitants","2,475",""
"2012","France","Killed","Number","3,653",""
"2012","France","Killed","Per million inhabitants","56",""
"2012","France","Injured","Number","75,851",""
"2012","France","Injured","Per million inhabitants","1,162",""
"2012","Croatia","Killed","Number","393",""
"2012","Croatia","Killed","Per million inhabitants","92",""
"2012","Croatia","Injured","Number","16,010",""
"2012","Croatia","Injured","Per million inhabitants","3,744",""
"2012","Italy","Killed","Number","3,753",""
"2012","Italy","Killed","Per million inhabitants","63",""
"2012","Italy","Injured","Number","266,864",""
"2012","Italy","Injured","Per million inhabitants","4,493",""
"2012","Cyprus","Killed","Number","51",""
"2012","Cyprus","Killed","Per million inhabitants","59",""
"2012","Cyprus","Injured","Number","1,381",""
"2012","Cyprus","Injured","Per million inhabitants","1,602",""
"2012","Latvia","Killed","Number","177",""
"2012","Latvia","Killed","Per million inhabitants","87",""
"2012","Latvia","Injured","Number","4,179",""
"2012","Latvia","Injured","Per million inhabitants","2,044",""
"2012","Lithuania","Killed","Number","302",""
"2012","Lithuania","Killed","Per million inhabitants","101",""
"2012","Lithuania","Injured","Number","3,952",""
"2012","Lithuania","Injured","Per million inhabitants","1,316",""
"2012","Luxembourg","Killed","Number","34",""
"2012","Luxembourg","Killed","Per million inhabitants","65",""
"2012","Luxembourg","Injured","Number","1,378",""
"2012","Luxembourg","Injured","Per million inhabitants","2,625",""
"2012","Hungary","Killed","Number","605",""
"2012","Hungary","Killed","Per million inhabitants","61",""
"2012","Hungary","Injured","Number","18,979",""
"2012","Hungary","Injured","Per million inhabitants","1,911",""
"2012","Malta","Killed","Number","9",""
"2012","Malta","Killed","Per million inhabitants","22",""
"2012","Malta","Injured","Number","1,590",""
"2012","Malta","Injured","Per million inhabitants","3,808",""
"2012","Netherlands","Killed","Number","650",""
"2012","Netherlands","Killed","Per million inhabitants","39",""
"2012","Netherlands","Injured","Number",":",""
"2012","Netherlands","Injured","Per million inhabitants",":",""
"2012","Austria","Killed","Number","531",""
"2012","Austria","Killed","Per million inhabitants","63",""
"2012","Austria","Injured","Number","50,895",""
"2012","Austria","Injured","Per million inhabitants","6,053",""
"2012","Poland","Killed","Number","3,577",""
"2012","Poland","Killed","Per million inhabitants","94",""
"2012","Poland","Injured","Number","45,792",""
"2012","Poland","Injured","Per million inhabitants","1,203",""
"2012","Portugal","Killed","Number","738",""
"2012","Portugal","Killed","Per million inhabitants","70",""
"2012","Portugal","Injured","Number","39,726",""
"2012","Portugal","Injured","Per million inhabitants","3,768",""
"2012","Romania","Killed","Number","2,042",""
"2012","Romania","Killed","Per million inhabitants","102",""
"2012","Romania","Injured","Number","34,209",""
"2012","Romania","Injured","Per million inhabitants","1,702",""
"2012","Slovenia","Killed","Number","130",""
"2012","Slovenia","Killed","Per million inhabitants","63",""
"2012","Slovenia","Injured","Number","9,148",""
"2012","Slovenia","Injured","Per million inhabitants","4,451",""
"2012","Slovakia","Killed","Number","320",""
"2012","Slovakia","Killed","Per million inhabitants","59",""
"2012","Slovakia","Injured","Number","6,438",""
"2012","Slovakia","Injured","Per million inhabitants","1,191",""
"2012","Finland","Killed","Number","255",""
"2012","Finland","Killed","Per million inhabitants","47",""
"2012","Finland","Injured","Number","7,088",""
"2012","Finland","Injured","Per million inhabitants","1,312",""
"2012","Sweden","Killed","Number","286",""
"2012","Sweden","Killed","Per million inhabitants","30",""
"2012","Sweden","Injured","Number","22,824",""
"2012","Sweden","Injured","Per million inhabitants","2,407",""
"2012","United Kingdom","Killed","Number","1,802",""
"2012","United Kingdom","Killed","Per million inhabitants","28",""
"2012","United Kingdom","Injured","Number","202,931",""
"2012","United Kingdom","Injured","Per million inhabitants","3,196",""
"2012","Liechtenstein","Killed","Number","1",""
"2012","Liechtenstein","Killed","Per million inhabitants","27",""
"2012","Liechtenstein","Injured","Number","108",""
"2012","Liechtenstein","Injured","Per million inhabitants","2,961",""
"2012","Norway","Killed","Number","145",""
"2012","Norway","Killed","Per million inhabitants","29",""
"2012","Norway","Injured","Number","8,195",""
"2012","Norway","Injured","Per million inhabitants","1,644",""
"2012","Switzerland","Killed","Number","339",""
"2012","Switzerland","Killed","Per million inhabitants","43",""
"2012","Switzerland","Injured","Number","22,218",""
"2012","Switzerland","Injured","Per million inhabitants","2,793",""
"2012","Turkey","Killed","Number","3,750",""
"2012","Turkey","Killed","Per million inhabitants","50",""
"2012","Turkey","Injured","Number","268,079",""
"2012","Turkey","Injured","Per million inhabitants","3,588",""
"2013","Belgium","Killed","Number","724",""
"2013","Belgium","Killed","Per million inhabitants","65",""
"2013","Belgium","Injured","Number","53,967",""
"2013","Belgium","Injured","Per million inhabitants","4,835",""
"2013","Bulgaria","Killed","Number","601",""
"2013","Bulgaria","Killed","Per million inhabitants","83",""
"2013","Bulgaria","Injured","Number","8,775",""
"2013","Bulgaria","Injured","Per million inhabitants","1,205",""
"2013","Czechia","Killed","Number","654",""
"2013","Czechia","Killed","Per million inhabitants","62",""
"2013","Czechia","Injured","Number","25,288",""
"2013","Czechia","Injured","Per million inhabitants","2,405",""
"2013","Denmark","Killed","Number","191",""
"2013","Denmark","Killed","Per million inhabitants","34",""
"2013","Denmark","Injured","Number","3,394",""
"2013","Denmark","Injured","Per million inhabitants","606",""
"2013","Germany (until 1990 former territory of the FRG)","Killed","Number","3,339",""
"2013","Germany (until 1990 former territory of the FRG)","Killed","Per million inhabitants","41",""
"2013","Germany (until 1990 former territory of the FRG)","Injured","Number","374,142",""
"2013","Germany (until 1990 former territory of the FRG)","Injured","Per million inhabitants","4,646",""
"2013","Estonia","Killed","Number","81",""
"2013","Estonia","Killed","Per million inhabitants","61",""
"2013","Estonia","Injured","Number","1,727",""
"2013","Estonia","Injured","Per million inhabitants","1,308",""
"2013","Ireland","Killed","Number","188",""
"2013","Ireland","Killed","Per million inhabitants","41",""
"2013","Ireland","Injured","Number","6,880",""
"2013","Ireland","Injured","Per million inhabitants","1,499",""
"2013","Greece","Killed","Number","879",""
"2013","Greece","Killed","Per million inhabitants","80",""
"2013","Greece","Injured","Number","15,175",""
"2013","Greece","Injured","Per million inhabitants","1,379",""
"2013","Spain","Killed","Number","1,680",""
"2013","Spain","Killed","Per million inhabitants","36",""
"2013","Spain","Injured","Number","124,720",""
"2013","Spain","Injured","Per million inhabitants","2,669",""
"2013","France","Killed","Number","3,268",""
"2013","France","Killed","Per million inhabitants","50",""
"2013","France","Injured","Number","70,607",""
"2013","France","Injured","Per million inhabitants","1,076",""
"2013","Croatia","Killed","Number","368",""
"2013","Croatia","Killed","Per million inhabitants","86",""
"2013","Croatia","Injured","Number","15,274",""
"2013","Croatia","Injured","Per million inhabitants","3,584",""
"2013","Italy","Killed","Number","3,385",""
"2013","Italy","Killed","Per million inhabitants","57",""
"2013","Italy","Injured","Number","257,421",""
"2013","Italy","Injured","Per million inhabitants","4,313",""
"2013","Cyprus","Killed","Number","41",""
"2013","Cyprus","Killed","Per million inhabitants","47",""
"2013","Cyprus","Injured","Number","1,129",""
"2013","Cyprus","Injured","Per million inhabitants","1,304",""
"2013","Latvia","Killed","Number","179",""
"2013","Latvia","Killed","Per million inhabitants","88",""
"2013","Latvia","Injured","Number","4,338",""
"2013","Latvia","Injured","Per million inhabitants","2,143",""
"2013","Lithuania","Killed","Number","256",""
"2013","Lithuania","Killed","Per million inhabitants","86",""
"2013","Lithuania","Injured","Number","4,007",""
"2013","Lithuania","Injured","Per million inhabitants","1,348",""
"2013","Luxembourg","Killed","Number","45",""
"2013","Luxembourg","Killed","Per million inhabitants","84",""
"2013","Luxembourg","Injured","Number","1,252",""
"2013","Luxembourg","Injured","Per million inhabitants","2,331",""
"2013","Hungary","Killed","Number","591",""
"2013","Hungary","Killed","Per million inhabitants","60",""
"2013","Hungary","Injured","Number","20,090",""
"2013","Hungary","Injured","Per million inhabitants","2,027",""
"2013","Malta","Killed","Number","18",""
"2013","Malta","Killed","Per million inhabitants","43",""
"2013","Malta","Injured","Number","1,564",""
"2013","Malta","Injured","Per million inhabitants","3,712",""
"2013","Netherlands","Killed","Number","570",""
"2013","Netherlands","Killed","Per million inhabitants","34",""
"2013","Netherlands","Injured","Number",":",""
"2013","Netherlands","Injured","Per million inhabitants",":",""
"2013","Austria","Killed","Number","455",""
"2013","Austria","Killed","Per million inhabitants","54",""
"2013","Austria","Injured","Number","48,044",""
"2013","Austria","Injured","Per million inhabitants","5,684",""
"2013","Poland","Killed","Number","3,357",""
"2013","Poland","Killed","Per million inhabitants","88",""
"2013","Poland","Injured","Number","44,059",""
"2013","Poland","Injured","Per million inhabitants","1,158",""
"2013","Portugal","Killed","Number","672",""
"2013","Portugal","Killed","Per million inhabitants","64",""
"2013","Portugal","Injured","Number","40,457",""
"2013","Portugal","Injured","Per million inhabitants","3,858",""
"2013","Romania","Killed","Number","1,861",""
"2013","Romania","Killed","Per million inhabitants","93",""
"2013","Romania","Injured","Number","31,464",""
"2013","Romania","Injured","Per million inhabitants","1,572",""
"2013","Slovenia","Killed","Number","125",""
"2013","Slovenia","Killed","Per million inhabitants","61",""
"2013","Slovenia","Injured","Number","8,742",""
"2013","Slovenia","Injured","Per million inhabitants","4,246",""
"2013","Slovakia","Killed","Number","321",""
"2013","Slovakia","Killed","Per million inhabitants","59",""
"2013","Slovakia","Injured","Number","6,283",""
"2013","Slovakia","Injured","Per million inhabitants","1,161",""
"2013","Finland","Killed","Number","258",""
"2013","Finland","Killed","Per million inhabitants","48",""
"2013","Finland","Injured","Number","6,681",""
"2013","Finland","Injured","Per million inhabitants","1,231",""
"2013","Sweden","Killed","Number","260",""
"2013","Sweden","Killed","Per million inhabitants","27",""
"2013","Sweden","Injured","Number","20,259",""
"2013","Sweden","Injured","Per million inhabitants","2,120",""
"2013","United Kingdom","Killed","Number","1,770",""
"2013","United Kingdom","Killed","Per million inhabitants","28",""
"2013","United Kingdom","Injured","Number","191,087",""
"2013","United Kingdom","Injured","Per million inhabitants","2,990",""
"2013","Liechtenstein","Killed","Number","2",""
"2013","Liechtenstein","Killed","Per million inhabitants","54",""
"2013","Liechtenstein","Injured","Number","111",""
"2013","Liechtenstein","Injured","Per million inhabitants","3,013",""
"2013","Norway","Killed","Number","187",""
"2013","Norway","Killed","Per million inhabitants","37",""
"2013","Norway","Injured","Number","6,842",""
"2013","Norway","Injured","Per million inhabitants","1,355",""
"2013","Switzerland","Killed","Number","269",""
"2013","Switzerland","Killed","Per million inhabitants","33",""
"2013","Switzerland","Injured","Number","21,379",""
"2013","Switzerland","Injured","Per million inhabitants","2,659",""
"2013","Turkey","Killed","Number","3,685",""
"2013","Turkey","Killed","Per million inhabitants","49",""
"2013","Turkey","Injured","Number","274,829",""
"2013","Turkey","Injured","Per million inhabitants","3,634",""
"2014","Belgium","Killed","Number","727",""
"2014","Belgium","Killed","Per million inhabitants","65",""
"2014","Belgium","Injured","Number","53,248",""
"2014","Belgium","Injured","Per million inhabitants","4,762",""
"2014","Bulgaria","Killed","Number","660",""
"2014","Bulgaria","Killed","Per million inhabitants","91",""
"2014","Bulgaria","Injured","Number","8,639",""
"2014","Bulgaria","Injured","Per million inhabitants","1,192",""
"2014","Czechia","Killed","Number","688",""
"2014","Czechia","Killed","Per million inhabitants","65",""
"2014","Czechia","Injured","Number","26,358",""
"2014","Czechia","Injured","Per million inhabitants","2,507",""
"2014","Denmark","Killed","Number","182",""
"2014","Denmark","Killed","Per million inhabitants","32",""
"2014","Denmark","Injured","Number","3,195",""
"2014","Denmark","Injured","Per million inhabitants","568",""
"2014","Germany (until 1990 former territory of the FRG)","Killed","Number","3,377",""
"2014","Germany (until 1990 former territory of the FRG)","Killed","Per million inhabitants","42",""
"2014","Germany (until 1990 former territory of the FRG)","Injured","Number","389,535",""
"2014","Germany (until 1990 former territory of the FRG)","Injured","Per million inhabitants","4,823",""
"2014","Estonia","Killed","Number","78",""
"2014","Estonia","Killed","Per million inhabitants","59",""
"2014","Estonia","Injured","Number","1,749",""
"2014","Estonia","Injured","Per million inhabitants","1,329",""
"2014","Ireland","Killed","Number","193",""
"2014","Ireland","Killed","Per million inhabitants","42",""
"2014","Ireland","Injured","Number","8,079",""
"2014","Ireland","Injured","Per million inhabitants","1,754",""
"2014","Greece","Killed","Number","795",""
