"TIME","GEO","VICTIM","UNIT","Value","Flag and Footnotes"
"2005","Cyprus","Killed","Per million inhabitants","139",""
"2005","Cyprus","Injured","Number","2,296",""
"2005","Cyprus","Injured","Per million inhabitants","3,132",""
"2005","Latvia","Killed","Number","442",""
"2005","Latvia","Killed","Per million inhabitants","196",""
"2005","Latvia","Injured","Number","5,600",""
"2005","Latvia","Injured","Per million inhabitants","2,489",""
"2005","Lithuania","Killed","Number","773",""
"2005","Lithuania","Killed","Per million inhabitants","230",""
"2005","Lithuania","Injured","Number","8,467",""
"2005","Lithuania","Injured","Per million inhabitants","2,524",""
"2005","Luxembourg","Killed","Number","47",""
"2005","Luxembourg","Killed","Per million inhabitants","102",""
"2005","Luxembourg","Injured","Number","1,053",""
"2005","Luxembourg","Injured","Per million inhabitants","2,283",""
"2005","Hungary","Killed","Number","1,278",""
"2005","Hungary","Killed","Per million inhabitants","127",""
"2005","Hungary","Injured","Number","27,505",""
"2005","Hungary","Injured","Per million inhabitants","2,724",""
"2005","Malta","Killed","Number","16",""
"2005","Malta","Killed","Per million inhabitants","40",""
"2005","Malta","Injured","Number","1,140",""
"2005","Malta","Injured","Per million inhabitants","2,831",""
"2005","Netherlands","Killed","Number","817",""
"2005","Netherlands","Killed","Per million inhabitants","50",""
"2005","Netherlands","Injured","Number","9,401",""
"2005","Netherlands","Injured","Per million inhabitants","577",""
"2005","Austria","Killed","Number","768",""
"2005","Austria","Killed","Per million inhabitants","94",""
"2005","Austria","Injured","Number","53,234",""
"2005","Austria","Injured","Per million inhabitants","6,491",""
"2005","Poland","Killed","Number","5,444",""
"2005","Poland","Killed","Per million inhabitants","143",""
"2005","Poland","Injured","Number","61,191",""
"2005","Poland","Injured","Per million inhabitants","1,603",""
"2005","Portugal","Killed","Number",":",""
"2005","Portugal","Killed","Per million inhabitants",":",""
"2005","Portugal","Injured","Number",":",""
"2005","Portugal","Injured","Per million inhabitants",":",""
"2005","Romania","Killed","Number","2,629",""
"2005","Romania","Killed","Per million inhabitants","123",""
"2005","Romania","Injured","Number","23,203",""
"2005","Romania","Injured","Per million inhabitants","1,085",""
"2005","Slovenia","Killed","Number","258",""
"2005","Slovenia","Killed","Per million inhabitants","129",""
"2005","Slovenia","Injured","Number","14,314",""
"2005","Slovenia","Injured","Per million inhabitants","7,166",""
"2005","Slovakia","Killed","Number","600",""
"2005","Slovakia","Killed","Per million inhabitants","112",""
"2005","Slovakia","Injured","Number","10,490",""
"2005","Slovakia","Injured","Per million inhabitants","1,952",""
"2005","Finland","Killed","Number","379",""
"2005","Finland","Killed","Per million inhabitants","72",""
"2005","Finland","Injured","Number","8,983",""
"2005","Finland","Injured","Per million inhabitants","1,715",""
"2005","Sweden","Killed","Number","440",""
"2005","Sweden","Killed","Per million inhabitants","49",""
"2005","Sweden","Injured","Number","26,459",""
"2005","Sweden","Injured","Per million inhabitants","2,936",""
"2005","United Kingdom","Killed","Number","3,336",""
"2005","United Kingdom","Killed","Per million inhabitants","55",""
"2005","United Kingdom","Injured","Number","275,840",""
"2005","United Kingdom","Injured","Per million inhabitants","4,583",""
"2005","Liechtenstein","Killed","Number","2",""
"2005","Liechtenstein","Killed","Per million inhabitants","58",""
"2005","Liechtenstein","Injured","Number","109",""
"2005","Liechtenstein","Injured","Per million inhabitants","3,150",""
"2005","Norway","Killed","Number","224",""
"2005","Norway","Killed","Per million inhabitants","49",""
"2005","Norway","Injured","Number","11,214",""
"2005","Norway","Injured","Per million inhabitants","2,434",""
"2005","Switzerland","Killed","Number","409",""
"2005","Switzerland","Killed","Per million inhabitants","55",""
"2005","Switzerland","Injured","Number","26,754",""
"2005","Switzerland","Injured","Per million inhabitants","3,608",""
"2005","Turkey","Killed","Number","4,505",""
"2005","Turkey","Killed","Per million inhabitants","63",""
"2005","Turkey","Injured","Number","154,086",""
"2005","Turkey","Injured","Per million inhabitants","2,152",""
"2006","Belgium","Killed","Number","1,073",""
"2006","Belgium","Killed","Per million inhabitants","102",""
"2006","Belgium","Injured","Number","65,273",""
"2006","Belgium","Injured","Per million inhabitants","6,210",""
"2006","Bulgaria","Killed","Number","1,043",""
"2006","Bulgaria","Killed","Per million inhabitants","137",""
"2006","Bulgaria","Injured","Number","10,215",""
"2006","Bulgaria","Injured","Per million inhabitants","1,339",""
"2006","Czechia","Killed","Number","1,063",""
"2006","Czechia","Killed","Per million inhabitants","104",""
"2006","Czechia","Injured","Number","28,114",""
"2006","Czechia","Injured","Per million inhabitants","2,750",""
"2006","Denmark","Killed","Number","306",""
"2006","Denmark","Killed","Per million inhabitants","56",""
"2006","Denmark","Injured","Number","6,515",""
"2006","Denmark","Injured","Per million inhabitants","1,200",""
"2006","Germany (until 1990 former territory of the FRG)","Killed","Number","5,091",""
"2006","Germany (until 1990 former territory of the FRG)","Killed","Per million inhabitants","62",""
"2006","Germany (until 1990 former territory of the FRG)","Injured","Number","422,337",""
"2006","Germany (until 1990 former territory of the FRG)","Injured","Per million inhabitants","5,123",""
"2006","Estonia","Killed","Number","204",""
"2006","Estonia","Killed","Per million inhabitants","151",""
"2006","Estonia","Injured","Number","3,508",""
"2006","Estonia","Injured","Per million inhabitants","2,597",""
"2006","Ireland","Killed","Number","365",""
"2006","Ireland","Killed","Per million inhabitants","87",""
"2006","Ireland","Injured","Number","8,575",""
"2006","Ireland","Injured","Per million inhabitants","2,038",""
"2006","Greece","Killed","Number","1,657",""
"2006","Greece","Killed","Per million inhabitants","151",""
"2006","Greece","Injured","Number","20,675",""
"2006","Greece","Injured","Per million inhabitants","1,879",""
"2006","Spain","Killed","Number","4,104",""
"2006","Spain","Killed","Per million inhabitants","93",""
"2006","Spain","Injured","Number","143,450",""
"2006","Spain","Injured","Per million inhabitants","3,259",""
"2006","France","Killed","Number","4,942",""
"2006","France","Killed","Per million inhabitants","78",""
"2006","France","Injured","Number","105,980",""
"2006","France","Injured","Per million inhabitants","1,676",""
"2006","Croatia","Killed","Number","614",""
"2006","Croatia","Killed","Per million inhabitants","142",""
"2006","Croatia","Injured","Number","23,136",""
"2006","Croatia","Injured","Per million inhabitants","5,365",""
"2006","Italy","Killed","Number","5,669",""
"2006","Italy","Killed","Per million inhabitants","98",""
"2006","Italy","Injured","Number","332,955",""
"2006","Italy","Injured","Per million inhabitants","5,734",""
"2006","Cyprus","Killed","Number","86",""
"2006","Cyprus","Killed","Per million inhabitants","116",""
"2006","Cyprus","Injured","Number","2,589",""
"2006","Cyprus","Injured","Per million inhabitants","3,480",""
"2006","Latvia","Killed","Number","407",""
"2006","Latvia","Killed","Per million inhabitants","183",""
"2006","Latvia","Injured","Number","5,404",""
"2006","Latvia","Injured","Per million inhabitants","2,426",""
"2006","Lithuania","Killed","Number","760",""
"2006","Lithuania","Killed","Per million inhabitants","231",""
"2006","Lithuania","Injured","Number","8,252",""
"2006","Lithuania","Injured","Per million inhabitants","2,508",""
"2006","Luxembourg","Killed","Number","43",""
"2006","Luxembourg","Killed","Per million inhabitants","92",""
"2006","Luxembourg","Injured","Number","1,089",""
"2006","Luxembourg","Injured","Per million inhabitants","2,322",""
"2006","Hungary","Killed","Number","1,303",""
"2006","Hungary","Killed","Per million inhabitants","129",""
"2006","Hungary","Injured","Number","27,977",""
"2006","Hungary","Injured","Per million inhabitants","2,776",""
"2006","Malta","Killed","Number","10",""
"2006","Malta","Killed","Per million inhabitants","25",""
"2006","Malta","Injured","Number","1,186",""
"2006","Malta","Injured","Per million inhabitants","2,928",""
"2006","Netherlands","Killed","Number","811",""
"2006","Netherlands","Killed","Per million inhabitants","50",""
"2006","Netherlands","Injured","Number","9,051",""
"2006","Netherlands","Injured","Per million inhabitants","554",""
"2006","Austria","Killed","Number","730",""
"2006","Austria","Killed","Per million inhabitants","88",""
"2006","Austria","Injured","Number","51,930",""
"2006","Austria","Injured","Per million inhabitants","6,291",""
"2006","Poland","Killed","Number","5,243",""
"2006","Poland","Killed","Per million inhabitants","137",""
"2006","Poland","Injured","Number","59,123",""
"2006","Poland","Injured","Per million inhabitants","1,549",""
"2006","Portugal","Killed","Number",":",""
"2006","Portugal","Killed","Per million inhabitants",":",""
"2006","Portugal","Injured","Number",":",""
"2006","Portugal","Injured","Per million inhabitants",":",""
"2006","Romania","Killed","Number","2,587",""
"2006","Romania","Killed","Per million inhabitants","122",""
"2006","Romania","Injured","Number","26,124",""
"2006","Romania","Injured","Per million inhabitants","1,229",""
"2006","Slovenia","Killed","Number","262",""
"2006","Slovenia","Killed","Per million inhabitants","131",""
"2006","Slovenia","Injured","Number","16,075",""
"2006","Slovenia","Injured","Per million inhabitants","8,024",""
"2006","Slovakia","Killed","Number","608",""
"2006","Slovakia","Killed","Per million inhabitants","113",""
"2006","Slovakia","Injured","Number","10,692",""
"2006","Slovakia","Injured","Per million inhabitants","1,990",""
"2006","Finland","Killed","Number","336",""
"2006","Finland","Killed","Per million inhabitants","64",""
"2006","Finland","Injured","Number","8,580",""
"2006","Finland","Injured","Per million inhabitants","1,633",""
"2006","Sweden","Killed","Number","445",""
"2006","Sweden","Killed","Per million inhabitants","49",""
"2006","Sweden","Injured","Number","26,636",""
"2006","Sweden","Injured","Per million inhabitants","2,944",""
"2006","United Kingdom","Killed","Number","3,298",""
"2006","United Kingdom","Killed","Per million inhabitants","54",""
"2006","United Kingdom","Injured","Number","264,286",""
"2006","United Kingdom","Injured","Per million inhabitants","4,360",""
"2006","Liechtenstein","Killed","Number","0",""
"2006","Liechtenstein","Killed","Per million inhabitants","0",""
"2006","Liechtenstein","Injured","Number","97",""
"2006","Liechtenstein","Injured","Per million inhabitants","2,779",""
"2006","Norway","Killed","Number","242",""
"2006","Norway","Killed","Per million inhabitants","52",""
"2006","Norway","Injured","Number","11,126",""
"2006","Norway","Injured","Per million inhabitants","2,398",""
"2006","Switzerland","Killed","Number","370",""
"2006","Switzerland","Killed","Per million inhabitants","50",""
"2006","Switzerland","Injured","Number","26,718",""
"2006","Switzerland","Injured","Per million inhabitants","3,582",""
"2006","Turkey","Killed","Number","4,633",""
"2006","Turkey","Killed","Per million inhabitants","64",""
"2006","Turkey","Injured","Number","169,080",""
"2006","Turkey","Injured","Per million inhabitants","2,331",""
"2007","Belgium","Killed","Number","1,071",""
"2007","Belgium","Killed","Per million inhabitants","101",""
"2007","Belgium","Injured","Number","65,844",""
"2007","Belgium","Injured","Per million inhabitants","6,221",""
"2007","Bulgaria","Killed","Number","1,006",""
"2007","Bulgaria","Killed","Per million inhabitants","133",""
"2007","Bulgaria","Injured","Number","9,827",""
"2007","Bulgaria","Injured","Per million inhabitants","1,298",""
"2007","Czechia","Killed","Number","1,222",""
"2007","Czechia","Killed","Per million inhabitants","119",""
"2007","Czechia","Injured","Number","29,243",""
"2007","Czechia","Injured","Per million inhabitants","2,852",""
"2007","Denmark","Killed","Number","406",""
"2007","Denmark","Killed","Per million inhabitants","75",""
"2007","Denmark","Injured","Number","6,656",""
"2007","Denmark","Injured","Per million inhabitants","1,222",""
"2007","Germany (until 1990 former territory of the FRG)","Killed","Number","4,949",""
"2007","Germany (until 1990 former territory of the FRG)","Killed","Per million inhabitants","60",""
"2007","Germany (until 1990 former territory of the FRG)","Injured","Number","431,419",""
"2007","Germany (until 1990 former territory of the FRG)","Injured","Per million inhabitants","5,241",""
"2007","Estonia","Killed","Number","196",""
"2007","Estonia","Killed","Per million inhabitants","146",""
"2007","Estonia","Injured","Number","3,271",""
"2007","Estonia","Injured","Per million inhabitants","2,436",""
"2007","Ireland","Killed","Number","338",""
"2007","Ireland","Killed","Per million inhabitants","78",""
"2007","Ireland","Injured","Number","7,806",""
"2007","Ireland","Injured","Per million inhabitants","1,799",""
"2007","Greece","Killed","Number","1,612",""
"2007","Greece","Killed","Per million inhabitants","146",""
"2007","Greece","Injured","Number","19,766",""
"2007","Greece","Injured","Per million inhabitants","1,791",""
"2007","Spain","Killed","Number","3,823",""
"2007","Spain","Killed","Per million inhabitants","85",""
"2007","Spain","Injured","Number","142,521",""
"2007","Spain","Injured","Per million inhabitants","3,182",""
"2007","France","Killed","Number","4,838",""
"2007","France","Killed","Per million inhabitants","76",""
"2007","France","Injured","Number","106,709",""
"2007","France","Injured","Per million inhabitants","1,677",""
"2007","Croatia","Killed","Number","619",""
"2007","Croatia","Killed","Per million inhabitants","144",""
"2007","Croatia","Injured","Number","25,092",""
"2007","Croatia","Injured","Per million inhabitants","5,817",""
"2007","Italy","Killed","Number","5,131",""
"2007","Italy","Killed","Per million inhabitants","88",""
"2007","Italy","Injured","Number","325,850",""
"2007","Italy","Injured","Per million inhabitants","5,597",""
"2007","Cyprus","Killed","Number","89",""
"2007","Cyprus","Killed","Per million inhabitants","117",""
"2007","Cyprus","Injured","Number","2,155",""
"2007","Cyprus","Injured","Per million inhabitants","2,843",""
"2007","Latvia","Killed","Number","419",""
"2007","Latvia","Killed","Per million inhabitants","190",""
"2007","Latvia","Injured","Number","6,088",""
"2007","Latvia","Injured","Per million inhabitants","2,756",""
"2007","Lithuania","Killed","Number","740",""
"2007","Lithuania","Killed","Per million inhabitants","228",""
"2007","Lithuania","Injured","Number","8,043",""
"2007","Lithuania","Injured","Per million inhabitants","2,475",""
"2007","Luxembourg","Killed","Number","45",""
"2007","Luxembourg","Killed","Per million inhabitants","95",""
"2007","Luxembourg","Injured","Number","1,326",""
"2007","Luxembourg","Injured","Per million inhabitants","2,785",""
"2007","Hungary","Killed","Number","1,232",""
"2007","Hungary","Killed","Per million inhabitants","122",""
"2007","Hungary","Injured","Number","27,452",""
"2007","Hungary","Injured","Per million inhabitants","2,727",""
"2007","Malta","Killed","Number","14",""
"2007","Malta","Killed","Per million inhabitants","35",""
"2007","Malta","Injured","Number","1,195",""
"2007","Malta","Injured","Per million inhabitants","2,946",""
"2007","Netherlands","Killed","Number","791",""
"2007","Netherlands","Killed","Per million inhabitants","48",""
"2007","Netherlands","Injured","Number","9,683",""
"2007","Netherlands","Injured","Per million inhabitants","592",""
"2007","Austria","Killed","Number","691",""
"2007","Austria","Killed","Per million inhabitants","83",""
"2007","Austria","Injured","Number","53,211",""
"2007","Austria","Injured","Per million inhabitants","6,424",""
"2007","Poland","Killed","Number","5,583",""
"2007","Poland","Killed","Per million inhabitants","146",""
"2007","Poland","Injured","Number","63,224",""
"2007","Poland","Injured","Per million inhabitants","1,658",""
"2007","Portugal","Killed","Number",":",""
"2007","Portugal","Killed","Per million inhabitants",":",""
"2007","Portugal","Injured","Number",":",""
"2007","Portugal","Injured","Per million inhabitants",":",""
"2007","Romania","Killed","Number","2,800",""
"2007","Romania","Killed","Per million inhabitants","133",""
"2007","Romania","Injured","Number","29,604",""
"2007","Romania","Injured","Per million inhabitants","1,401",""
"2007","Slovenia","Killed","Number","293",""
"2007","Slovenia","Killed","Per million inhabitants","146",""
"2007","Slovenia","Injured","Number","16,037",""
"2007","Slovenia","Injured","Per million inhabitants","7,977",""
"2007","Slovakia","Killed","Number","661",""
"2007","Slovakia","Killed","Per million inhabitants","123",""
"2007","Slovakia","Injured","Number","11,310",""
"2007","Slovakia","Injured","Per million inhabitants","2,105",""
"2007","Finland","Killed","Number","380",""
"2007","Finland","Killed","Per million inhabitants","72",""
"2007","Finland","Injured","Number","8,446",""
"2007","Finland","Injured","Per million inhabitants","1,601",""
"2007","Sweden","Killed","Number","471",""
"2007","Sweden","Killed","Per million inhabitants","52",""
"2007","Sweden","Injured","Number","26,749",""
"2007","Sweden","Injured","Per million inhabitants","2,935",""
"2007","United Kingdom","Killed","Number","3,059",""
"2007","United Kingdom","Killed","Per million inhabitants","50",""
"2007","United Kingdom","Injured","Number","254,157",""
"2007","United Kingdom","Injured","Per million inhabitants","4,162",""
"2007","Liechtenstein","Killed","Number","0",""
"2007","Liechtenstein","Killed","Per million inhabitants","0",""
"2007","Liechtenstein","Injured","Number","116",""
"2007","Liechtenstein","Injured","Per million inhabitants","3,298",""
"2007","Norway","Killed","Number","233",""
"2007","Norway","Killed","Per million inhabitants","50",""
"2007","Norway","Injured","Number","12,082",""
"2007","Norway","Injured","Per million inhabitants","2,581",""
"2007","Switzerland","Killed","Number","384",""
"2007","Switzerland","Killed","Per million inhabitants","51",""
"2007","Switzerland","Injured","Number","27,132",""
"2007","Switzerland","Injured","Per million inhabitants","3,613",""
"2007","Turkey","Killed","Number","5,007",""
"2007","Turkey","Killed","Per million inhabitants","72",""
"2007","Turkey","Injured","Number","189,057",""
"2007","Turkey","Injured","Per million inhabitants","2,713",""
"2008","Belgium","Killed","Number","944",""
"2008","Belgium","Killed","Per million inhabitants","88",""
"2008","Belgium","Injured","Number","64,439",""
"2008","Belgium","Injured","Per million inhabitants","6,041",""
"2008","Bulgaria","Killed","Number","1,061",""
"2008","Bulgaria","Killed","Per million inhabitants","141",""
"2008","Bulgaria","Injured","Number","9,952",""
"2008","Bulgaria","Injured","Per million inhabitants","1,324",""
"2008","Czechia","Killed","Number","1,076",""
"2008","Czechia","Killed","Per million inhabitants","104",""
"2008","Czechia","Injured","Number","28,501",""
"2008","Czechia","Injured","Per million inhabitants","2,755",""
"2008","Denmark","Killed","Number","406",""
"2008","Denmark","Killed","Per million inhabitants","74",""
"2008","Denmark","Injured","Number","5,923",""
"2008","Denmark","Injured","Per million inhabitants","1,082",""
"2008","Germany (until 1990 former territory of the FRG)","Killed","Number","4,477",""
"2008","Germany (until 1990 former territory of the FRG)","Killed","Per million inhabitants","54",""
"2008","Germany (until 1990 former territory of the FRG)","Injured","Number","409,047",""
"2008","Germany (until 1990 former territory of the FRG)","Injured","Per million inhabitants","4,975",""
"2008","Estonia","Killed","Number","132",""
"2008","Estonia","Killed","Per million inhabitants","99",""
"2008","Estonia","Injured","Number","2,398",""
"2008","Estonia","Injured","Per million inhabitants","1,792",""
"2008","Ireland","Killed","Number","279",""
"2008","Ireland","Killed","Per million inhabitants","63",""
"2008","Ireland","Injured","Number","9,758",""
"2008","Ireland","Injured","Per million inhabitants","2,189",""
"2008","Greece","Killed","Number","1,553",""
"2008","Greece","Killed","Per million inhabitants","140",""
"2008","Greece","Injured","Number","19,010",""
"2008","Greece","Injured","Per million inhabitants","1,719",""
"2008","Spain","Killed","Number","3,100",""
"2008","Spain","Killed","Per million inhabitants","68",""
"2008","Spain","Injured","Number","130,947",""
"2008","Spain","Injured","Per million inhabitants","2,867",""
"2008","France","Killed","Number","4,443",""
"2008","France","Killed","Per million inhabitants","69",""
"2008","France","Injured","Number","96,905",""
"2008","France","Injured","Per million inhabitants","1,514",""
"2008","Croatia","Killed","Number","664",""
"2008","Croatia","Killed","Per million inhabitants","154",""
"2008","Croatia","Injured","Number","22,395",""
"2008","Croatia","Injured","Per million inhabitants","5,194",""
"2008","Italy","Killed","Number","4,725",""
"2008","Italy","Killed","Per million inhabitants","81",""
"2008","Italy","Injured","Number","310,745",""
"2008","Italy","Injured","Per million inhabitants","5,298",""
"2008","Cyprus","Killed","Number","82",""
"2008","Cyprus","Killed","Per million inhabitants","106",""
"2008","Cyprus","Injured","Number","1,963",""
"2008","Cyprus","Injured","Per million inhabitants","2,529",""
"2008","Latvia","Killed","Number","316",""
"2008","Latvia","Killed","Per million inhabitants","144",""
"2008","Latvia","Injured","Number","5,408",""
"2008","Latvia","Injured","Per million inhabitants","2,467",""
"2008","Lithuania","Killed","Number","499",""
"2008","Lithuania","Killed","Per million inhabitants","155",""
"2008","Lithuania","Injured","Number","5,818",""
"2008","Lithuania","Injured","Per million inhabitants","1,811",""
"2008","Luxembourg","Killed","Number","35",""
"2008","Luxembourg","Killed","Per million inhabitants","72",""
"2008","Luxembourg","Injured","Number","1,239",""
"2008","Luxembourg","Injured","Per million inhabitants","2,561",""
"2008","Hungary","Killed","Number","996",""
"2008","Hungary","Killed","Per million inhabitants","99",""
"2008","Hungary","Injured","Number","25,369",""
"2008","Hungary","Injured","Per million inhabitants","2,525",""
"2008","Malta","Killed","Number","15",""
"2008","Malta","Killed","Per million inhabitants","37",""
"2008","Malta","Injured","Number","1,157",""
"2008","Malta","Injured","Per million inhabitants","2,837",""
"2008","Netherlands","Killed","Number","750",""
"2008","Netherlands","Killed","Per million inhabitants","46",""
"2008","Netherlands","Injured","Number","9,310",""
"2008","Netherlands","Injured","Per million inhabitants","567",""
"2008","Austria","Killed","Number","679",""
"2008","Austria","Killed","Per million inhabitants","82",""
"2008","Austria","Injured","Number","50,521",""
"2008","Austria","Injured","Per million inhabitants","6,081",""
"2008","Poland","Killed","Number","5,437",""
"2008","Poland","Killed","Per million inhabitants","143",""
"2008","Poland","Injured","Number","62,097",""
"2008","Poland","Injured","Per million inhabitants","1,629",""
"2008","Portugal","Killed","Number",":",""
"2008","Portugal","Killed","Per million inhabitants",":",""
"2008","Portugal","Injured","Number",":",""
"2008","Portugal","Injured","Per million inhabitants",":",""
"2008","Romania","Killed","Number","3,065",""
"2008","Romania","Killed","Per million inhabitants","149",""
"2008","Romania","Injured","Number","36,931",""
"2008","Romania","Injured","Per million inhabitants","1,790",""
"2008","Slovenia","Killed","Number","214",""
"2008","Slovenia","Killed","Per million inhabitants","106",""
"2008","Slovenia","Injured","Number","12,409",""
"2008","Slovenia","Injured","Per million inhabitants","6,173",""
"2008","Slovakia","Killed","Number","606",""
"2008","Slovakia","Killed","Per million inhabitants","113",""
"2008","Slovakia","Injured","Number","11,040",""
"2008","Slovakia","Injured","Per million inhabitants","2,054",""
"2008","Finland","Killed","Number","344",""
"2008","Finland","Killed","Per million inhabitants","65",""
"2008","Finland","Injured","Number","8,513",""
"2008","Finland","Injured","Per million inhabitants","1,606",""
"2008","Sweden","Killed","Number","397",""
"2008","Sweden","Killed","Per million inhabitants","43",""
"2008","Sweden","Injured","Number","26,248",""
"2008","Sweden","Injured","Per million inhabitants","2,858",""
"2008","United Kingdom","Killed","Number","2,645",""
"2008","United Kingdom","Killed","Per million inhabitants","43",""
"2008","United Kingdom","Injured","Number","237,811",""
"2008","United Kingdom","Injured","Per million inhabitants","3,862",""
"2008","Liechtenstein","Killed","Number","1",""
"2008","Liechtenstein","Killed","Per million inhabitants","28",""
"2008","Liechtenstein","Injured","Number","109",""
"2008","Liechtenstein","Injured","Per million inhabitants","3,083",""
"2008","Norway","Killed","Number","255",""
"2008","Norway","Killed","Per million inhabitants","54",""
"2008","Norway","Injured","Number","10,868",""
"2008","Norway","Injured","Per million inhabitants","2,294",""
"2008","Switzerland","Killed","Number","357",""
"2008","Switzerland","Killed","Per million inhabitants","47",""
"2008","Switzerland","Injured","Number","25,556",""
"2008","Switzerland","Injured","Per million inhabitants","3,366",""
"2008","Turkey","Killed","Number","4,236",""
"2008","Turkey","Killed","Per million inhabitants","60",""
"2008","Turkey","Injured","Number","184,468",""
"2008","Turkey","Injured","Per million inhabitants","2,613",""
"2009","Belgium","Killed","Number","943",""
"2009","Belgium","Killed","Per million inhabitants","88",""
"2009","Belgium","Injured","Number","62,723",""
"2009","Belgium","Injured","Per million inhabitants","5,833",""
"2009","Bulgaria","Killed","Number","901",""
"2009","Bulgaria","Killed","Per million inhabitants","121",""
"2009","Bulgaria","Injured","Number","8,674",""
"2009","Bulgaria","Injured","Per million inhabitants","1,162",""
"2009","Czechia","Killed","Number","901",""
"2009","Czechia","Killed","Per million inhabitants","86",""
"2009","Czechia","Injured","Number","27,244",""
"2009","Czechia","Injured","Per million inhabitants","2,613",""
"2009","Denmark","Killed","Number","303","d"
"2009","Denmark","Killed","Per million inhabitants","55","d"
"2009","Denmark","Injured","Number","4,947","d"
"2009","Denmark","Injured","Per million inhabitants","898","d"
"2009","Germany (until 1990 former territory of the FRG)","Killed","Number","4,152",""
"2009","Germany (until 1990 former territory of the FRG)","Killed","Per million inhabitants","51",""
"2009","Germany (until 1990 former territory of the FRG)","Injured","Number","397,671",""
"2009","Germany (until 1990 former territory of the FRG)","Injured","Per million inhabitants","4,850",""
"2009","Estonia","Killed","Number","100",""
"2009","Estonia","Killed","Per million inhabitants","75",""
"2009","Estonia","Injured","Number","1,931",""
"2009","Estonia","Injured","Per million inhabitants","1,446",""
"2009","Ireland","Killed","Number","238",""
"2009","Ireland","Killed","Per million inhabitants","53",""
"2009","Ireland","Injured","Number","9,742",""
"2009","Ireland","Injured","Per million inhabitants","2,155",""
"2009","Greece","Killed","Number","1,456",""
"2009","Greece","Killed","Per million inhabitants","131",""
"2009","Greece","Injured","Number","18,641",""
"2009","Greece","Injured","Per million inhabitants","1,680",""
"2009","Spain","Killed","Number","2,714",""
"2009","Spain","Killed","Per million inhabitants","59",""
"2009","Spain","Injured","Number","124,966",""
"2009","Spain","Injured","Per million inhabitants","2,703",""
"2009","France","Killed","Number","4,443",""
"2009","France","Killed","Per million inhabitants","69",""
"2009","France","Injured","Number","93,713",""
"2009","France","Injured","Per million inhabitants","1,456",""
"2009","Croatia","Killed","Number","548",""
"2009","Croatia","Killed","Per million inhabitants","127",""
"2009","Croatia","Injured","Number","21,923",""
"2009","Croatia","Injured","Per million inhabitants","5,087",""
"2009","Italy","Killed","Number","4,237",""
"2009","Italy","Killed","Per million inhabitants","72",""
"2009","Italy","Injured","Number","307,258",""
"2009","Italy","Injured","Per million inhabitants","5,208",""
"2009","Cyprus","Killed","Number","71",""
"2009","Cyprus","Killed","Per million inhabitants","89",""
"2009","Cyprus","Injured","Number","1,723",""
"2009","Cyprus","Injured","Per million inhabitants","2,162",""
"2009","Latvia","Killed","Number","254",""
"2009","Latvia","Killed","Per million inhabitants","117",""
"2009","Latvia","Injured","Number","3,930",""
"2009","Latvia","Injured","Per million inhabitants","1,817",""
"2009","Lithuania","Killed","Number","370",""
"2009","Lithuania","Killed","Per million inhabitants","116",""
"2009","Lithuania","Injured","Number","4,426",""
"2009","Lithuania","Injured","Per million inhabitants","1,390",""
"2009","Luxembourg","Killed","Number","48",""
"2009","Luxembourg","Killed","Per million inhabitants","97",""
"2009","Luxembourg","Injured","Number","1,156",""
"2009","Luxembourg","Injured","Per million inhabitants","2,342",""
"2009","Hungary","Killed","Number","822",""
"2009","Hungary","Killed","Per million inhabitants","82",""
"2009","Hungary","Injured","Number","23,274",""
"2009","Hungary","Injured","Per million inhabitants","2,320",""
"2009","Malta","Killed","Number","21",""
"2009","Malta","Killed","Per million inhabitants","51",""
"2009","Malta","Injured","Number","1,048",""
"2009","Malta","Injured","Per million inhabitants","2,550",""
"2009","Netherlands","Killed","Number","720",""
"2009","Netherlands","Killed","Per million inhabitants","44",""
"2009","Netherlands","Injured","Number",":",""
"2009","Netherlands","Injured","Per million inhabitants",":",""
"2009","Austria","Killed","Number","633",""
"2009","Austria","Killed","Per million inhabitants","76",""
"2009","Austria","Injured","Number","49,158",""
"2009","Austria","Injured","Per million inhabitants","5,898",""
"2009","Poland","Killed","Number","4,572",""
"2009","Poland","Killed","Per million inhabitants","120",""
"2009","Poland","Injured","Number","56,046",""
"2009","Poland","Injured","Per million inhabitants","1,470",""
"2009","Portugal","Killed","Number","767",""
"2009","Portugal","Killed","Per million inhabitants","73",""
"2009","Portugal","Injured","Number","48,266",""
"2009","Portugal","Injured","Per million inhabitants","4,569",""
"2009","Romania","Killed","Number","2,797",""
"2009","Romania","Killed","Per million inhabitants","137",""
"2009","Romania","Injured","Number","35,523",""
"2009","Romania","Injured","Per million inhabitants","1,738",""
"2009","Slovenia","Killed","Number","171",""
"2009","Slovenia","Killed","Per million inhabitants","84",""
"2009","Slovenia","Injured","Number","12,114",""
"2009","Slovenia","Injured","Per million inhabitants","5,961",""
"2009","Slovakia","Killed","Number","384",""
"2009","Slovakia","Killed","Per million inhabitants","71",""
"2009","Slovakia","Injured","Number","8,534",""
"2009","Slovakia","Injured","Per million inhabitants","1,586",""
"2009","Finland","Killed","Number","279",""
"2009","Finland","Killed","Per million inhabitants","52",""
"2009","Finland","Injured","Number","8,057",""
"2009","Finland","Injured","Per million inhabitants","1,513",""
