"TIME","GEO","VEHICLE","UNIT","Value","Flag and Footnotes"
"2008","United Kingdom","Total utility vehicles","Per thousand inhabitants",":",""
"2008","United Kingdom","Lorries","Number","3,734,296",""
"2008","United Kingdom","Lorries","Per thousand inhabitants",":",""
"2008","United Kingdom","Road tractors","Number",":",""
"2008","United Kingdom","Road tractors","Per thousand inhabitants",":",""
"2008","United Kingdom","Trailers and semi-trailers","Number",":",""
"2008","United Kingdom","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2008","United Kingdom","Motorcycles","Number","1,134,098",""
"2008","United Kingdom","Motorcycles","Per thousand inhabitants",":",""
"2008","United Kingdom","Passenger cars","Number","28,503,800",""
"2008","United Kingdom","Passenger cars","Per thousand inhabitants","459",""
"2008","United Kingdom","Motor coaches, buses and trolley buses","Number","179,052",""
"2008","United Kingdom","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2008","United Kingdom","Special vehicles","Number",":",""
"2008","United Kingdom","Special vehicles","Per thousand inhabitants",":",""
"2008","Liechtenstein","All vehicles (except trailers and motorcycles)","Number","28,900",""
"2008","Liechtenstein","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2008","Liechtenstein","Total utility vehicles","Number","3,300",""
"2008","Liechtenstein","Total utility vehicles","Per thousand inhabitants",":",""
"2008","Liechtenstein","Lorries","Number","2,400",""
"2008","Liechtenstein","Lorries","Per thousand inhabitants",":",""
"2008","Liechtenstein","Road tractors","Number","300",""
"2008","Liechtenstein","Road tractors","Per thousand inhabitants",":",""
"2008","Liechtenstein","Trailers and semi-trailers","Number","2,509",""
"2008","Liechtenstein","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2008","Liechtenstein","Motorcycles","Number","2,635",""
"2008","Liechtenstein","Motorcycles","Per thousand inhabitants",":",""
"2008","Liechtenstein","Passenger cars","Number","25,500",""
"2008","Liechtenstein","Passenger cars","Per thousand inhabitants","717",""
"2008","Liechtenstein","Motor coaches, buses and trolley buses","Number","100",""
"2008","Liechtenstein","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2008","Liechtenstein","Special vehicles","Number","600",""
"2008","Liechtenstein","Special vehicles","Per thousand inhabitants",":",""
"2008","Norway","All vehicles (except trailers and motorcycles)","Number","2,315,900",""
"2008","Norway","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2008","Norway","Total utility vehicles","Number","97,800",""
"2008","Norway","Total utility vehicles","Per thousand inhabitants",":",""
"2008","Norway","Lorries","Number","79,100",""
"2008","Norway","Lorries","Per thousand inhabitants",":",""
"2008","Norway","Road tractors","Number","7,700",""
"2008","Norway","Road tractors","Per thousand inhabitants",":",""
"2008","Norway","Trailers and semi-trailers","Number","1,034,000",""
"2008","Norway","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2008","Norway","Motorcycles","Number","134,500",""
"2008","Norway","Motorcycles","Per thousand inhabitants",":",""
"2008","Norway","Passenger cars","Number","2,194,800",""
"2008","Norway","Passenger cars","Per thousand inhabitants","457",""
"2008","Norway","Motor coaches, buses and trolley buses","Number","23,300",""
"2008","Norway","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2008","Norway","Special vehicles","Number","11,000",""
"2008","Norway","Special vehicles","Per thousand inhabitants",":",""
"2008","Switzerland","All vehicles (except trailers and motorcycles)","Number",":",""
"2008","Switzerland","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2008","Switzerland","Total utility vehicles","Number",":",""
"2008","Switzerland","Total utility vehicles","Per thousand inhabitants",":",""
"2008","Switzerland","Lorries","Number","315,338",""
"2008","Switzerland","Lorries","Per thousand inhabitants",":",""
"2008","Switzerland","Road tractors","Number","10,894",""
"2008","Switzerland","Road tractors","Per thousand inhabitants",":",""
"2008","Switzerland","Trailers and semi-trailers","Number","223,203",""
"2008","Switzerland","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2008","Switzerland","Motorcycles","Number","501,202",""
"2008","Switzerland","Motorcycles","Per thousand inhabitants",":",""
"2008","Switzerland","Passenger cars","Number","3,989,811",""
"2008","Switzerland","Passenger cars","Per thousand inhabitants","518",""
"2008","Switzerland","Motor coaches, buses and trolley buses","Number","8,822",""
"2008","Switzerland","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2008","Switzerland","Special vehicles","Number",":",""
"2008","Switzerland","Special vehicles","Per thousand inhabitants",":",""
"2008","Turkey","All vehicles (except trailers and motorcycles)","Number","10,224,900",""
"2008","Turkey","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2008","Turkey","Total utility vehicles","Number","2,845,400",""
"2008","Turkey","Total utility vehicles","Per thousand inhabitants",":",""
"2008","Turkey","Lorries","Number","2,699,800",""
"2008","Turkey","Lorries","Per thousand inhabitants",":",""
"2008","Turkey","Road tractors","Number","110,400",""
"2008","Turkey","Road tractors","Per thousand inhabitants",":",""
"2008","Turkey","Trailers and semi-trailers","Number","140,500",""
"2008","Turkey","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2008","Turkey","Motorcycles","Number","1,554,500",""
"2008","Turkey","Motorcycles","Per thousand inhabitants",":",""
"2008","Turkey","Passenger cars","Number","6,796,700",""
"2008","Turkey","Passenger cars","Per thousand inhabitants","95",""
"2008","Turkey","Motor coaches, buses and trolley buses","Number","582,800",""
"2008","Turkey","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2008","Turkey","Special vehicles","Number","35,200",""
"2008","Turkey","Special vehicles","Per thousand inhabitants",":",""
"2009","Belgium","All vehicles (except trailers and motorcycles)","Number","5,994,200",""
"2009","Belgium","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2009","Belgium","Total utility vehicles","Number","785,500",""
"2009","Belgium","Total utility vehicles","Per thousand inhabitants",":",""
"2009","Belgium","Lorries","Number","676,600",""
"2009","Belgium","Lorries","Per thousand inhabitants",":",""
"2009","Belgium","Road tractors","Number","47,400",""
"2009","Belgium","Road tractors","Per thousand inhabitants",":",""
"2009","Belgium","Trailers and semi-trailers","Number",":",""
"2009","Belgium","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2009","Belgium","Motorcycles","Number","404,000",""
"2009","Belgium","Motorcycles","Per thousand inhabitants",":",""
"2009","Belgium","Passenger cars","Number","5,192,600",""
"2009","Belgium","Passenger cars","Per thousand inhabitants","479",""
"2009","Belgium","Motor coaches, buses and trolley buses","Number","16,100",""
"2009","Belgium","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2009","Belgium","Special vehicles","Number","61,500",""
"2009","Belgium","Special vehicles","Per thousand inhabitants",":",""
"2009","Bulgaria","All vehicles (except trailers and motorcycles)","Number","2,874,000",""
"2009","Bulgaria","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2009","Bulgaria","Total utility vehicles","Number","347,000",""
"2009","Bulgaria","Total utility vehicles","Per thousand inhabitants",":",""
"2009","Bulgaria","Lorries","Number","290,000",""
"2009","Bulgaria","Lorries","Per thousand inhabitants",":",""
"2009","Bulgaria","Road tractors","Number","27,000",""
"2009","Bulgaria","Road tractors","Per thousand inhabitants",":",""
"2009","Bulgaria","Trailers and semi-trailers","Number","48,000",""
"2009","Bulgaria","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2009","Bulgaria","Motorcycles","Number","118,000",""
"2009","Bulgaria","Motorcycles","Per thousand inhabitants",":",""
"2009","Bulgaria","Passenger cars","Number","2,502,000",""
"2009","Bulgaria","Passenger cars","Per thousand inhabitants","337",""
"2009","Bulgaria","Motor coaches, buses and trolley buses","Number","25,000",""
"2009","Bulgaria","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2009","Bulgaria","Special vehicles","Number","30,000",""
"2009","Bulgaria","Special vehicles","Per thousand inhabitants",":",""
"2009","Czechia","All vehicles (except trailers and motorcycles)","Number","5,096,000",""
"2009","Czechia","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2009","Czechia","Total utility vehicles","Number","640,000",""
"2009","Czechia","Total utility vehicles","Per thousand inhabitants",":",""
"2009","Czechia","Lorries","Number","588,000",""
"2009","Czechia","Lorries","Per thousand inhabitants",":",""
"2009","Czechia","Road tractors","Number","14,000",""
"2009","Czechia","Road tractors","Per thousand inhabitants",":",""
"2009","Czechia","Trailers and semi-trailers","Number","310,000",""
"2009","Czechia","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2009","Czechia","Motorcycles","Number","433,000",""
"2009","Czechia","Motorcycles","Per thousand inhabitants",":",""
"2009","Czechia","Passenger cars","Number","4,436,000",""
"2009","Czechia","Passenger cars","Per thousand inhabitants","424",""
"2009","Czechia","Motor coaches, buses and trolley buses","Number","20,000",""
"2009","Czechia","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2009","Czechia","Special vehicles","Number","38,000",""
"2009","Czechia","Special vehicles","Per thousand inhabitants",":",""
"2009","Denmark","All vehicles (except trailers and motorcycles)","Number","2,644,041",""
"2009","Denmark","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2009","Denmark","Total utility vehicles","Number","509,210",""
"2009","Denmark","Total utility vehicles","Per thousand inhabitants",":",""
"2009","Denmark","Lorries","Number","494,659",""
"2009","Denmark","Lorries","Per thousand inhabitants",":",""
"2009","Denmark","Road tractors","Number","13,202",""
"2009","Denmark","Road tractors","Per thousand inhabitants",":",""
"2009","Denmark","Trailers and semi-trailers","Number","871,422",""
"2009","Denmark","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2009","Denmark","Motorcycles","Number","147,373",""
"2009","Denmark","Motorcycles","Per thousand inhabitants",":",""
"2009","Denmark","Passenger cars","Number","2,120,322",""
"2009","Denmark","Passenger cars","Per thousand inhabitants","383",""
"2009","Denmark","Motor coaches, buses and trolley buses","Number","14,509",""
"2009","Denmark","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2009","Denmark","Special vehicles","Number","1,349",""
"2009","Denmark","Special vehicles","Per thousand inhabitants",":",""
"2009","Germany (until 1990 former territory of the FRG)","All vehicles (except trailers and motorcycles)","Number","45,944,033",""
"2009","Germany (until 1990 former territory of the FRG)","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2009","Germany (until 1990 former territory of the FRG)","Total utility vehicles","Number","4,547,592",""
"2009","Germany (until 1990 former territory of the FRG)","Total utility vehicles","Per thousand inhabitants",":",""
"2009","Germany (until 1990 former territory of the FRG)","Lorries","Number","2,346,678",""
"2009","Germany (until 1990 former territory of the FRG)","Lorries","Per thousand inhabitants",":",""
"2009","Germany (until 1990 former territory of the FRG)","Road tractors","Number","1,940,397",""
"2009","Germany (until 1990 former territory of the FRG)","Road tractors","Per thousand inhabitants",":",""
"2009","Germany (until 1990 former territory of the FRG)","Trailers and semi-trailers","Number","5,774,838",""
"2009","Germany (until 1990 former territory of the FRG)","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2009","Germany (until 1990 former territory of the FRG)","Motorcycles","Number","3,658,590",""
"2009","Germany (until 1990 former territory of the FRG)","Motorcycles","Per thousand inhabitants",":",""
"2009","Germany (until 1990 former territory of the FRG)","Passenger cars","Number","41,321,171",""
"2009","Germany (until 1990 former territory of the FRG)","Passenger cars","Per thousand inhabitants","505",""
"2009","Germany (until 1990 former territory of the FRG)","Motor coaches, buses and trolley buses","Number","75,270",""
"2009","Germany (until 1990 former territory of the FRG)","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2009","Germany (until 1990 former territory of the FRG)","Special vehicles","Number","260,517",""
"2009","Germany (until 1990 former territory of the FRG)","Special vehicles","Per thousand inhabitants",":",""
"2009","Estonia","All vehicles (except trailers and motorcycles)","Number","631,881",""
"2009","Estonia","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2009","Estonia","Total utility vehicles","Number","82,045",""
"2009","Estonia","Total utility vehicles","Per thousand inhabitants",":",""
"2009","Estonia","Lorries","Number","73,594",""
"2009","Estonia","Lorries","Per thousand inhabitants",":",""
"2009","Estonia","Road tractors","Number","7,517",""
"2009","Estonia","Road tractors","Per thousand inhabitants",":",""
"2009","Estonia","Trailers and semi-trailers","Number","62,010",""
"2009","Estonia","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2009","Estonia","Motorcycles","Number","18,600",""
"2009","Estonia","Motorcycles","Per thousand inhabitants",":",""
"2009","Estonia","Passenger cars","Number","545,600",""
"2009","Estonia","Passenger cars","Per thousand inhabitants","409",""
"2009","Estonia","Motor coaches, buses and trolley buses","Number","4,236",""
"2009","Estonia","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2009","Estonia","Special vehicles","Number","934",""
"2009","Estonia","Special vehicles","Per thousand inhabitants",":",""
"2009","Ireland","All vehicles (except trailers and motorcycles)","Number","2,303,600",""
"2009","Ireland","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2009","Ireland","Total utility vehicles","Number","390,900",""
"2009","Ireland","Total utility vehicles","Per thousand inhabitants",":",""
"2009","Ireland","Lorries","Number","343,900",""
"2009","Ireland","Lorries","Per thousand inhabitants",":",""
"2009","Ireland","Road tractors","Number","9,000",""
"2009","Ireland","Road tractors","Per thousand inhabitants",":",""
"2009","Ireland","Trailers and semi-trailers","Number",":",""
"2009","Ireland","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2009","Ireland","Motorcycles","Number","36,000",""
"2009","Ireland","Motorcycles","Per thousand inhabitants",":",""
"2009","Ireland","Passenger cars","Number","1,902,400",""
"2009","Ireland","Passenger cars","Per thousand inhabitants","418",""
"2009","Ireland","Motor coaches, buses and trolley buses","Number","10,300",""
"2009","Ireland","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2009","Ireland","Special vehicles","Number","38,000",""
"2009","Ireland","Special vehicles","Per thousand inhabitants",":",""
"2009","Greece","All vehicles (except trailers and motorcycles)","Number","6,462,082",""
"2009","Greece","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2009","Greece","Total utility vehicles","Number","1,302,430",""
"2009","Greece","Total utility vehicles","Per thousand inhabitants",":",""
"2009","Greece","Lorries","Number","1,261,689",""
"2009","Greece","Lorries","Per thousand inhabitants",":",""
"2009","Greece","Road tractors","Number","20,380",""
"2009","Greece","Road tractors","Per thousand inhabitants",":",""
"2009","Greece","Trailers and semi-trailers","Number","48,535",""
"2009","Greece","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2009","Greece","Motorcycles","Number","1,448,851",""
"2009","Greece","Motorcycles","Per thousand inhabitants",":",""
"2009","Greece","Passenger cars","Number","5,131,960",""
"2009","Greece","Passenger cars","Per thousand inhabitants","462",""
"2009","Greece","Motor coaches, buses and trolley buses","Number","27,692",""
"2009","Greece","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2009","Greece","Special vehicles","Number","20,361",""
"2009","Greece","Special vehicles","Per thousand inhabitants",":",""
"2009","Spain","All vehicles (except trailers and motorcycles)","Number","27,836,455",""
"2009","Spain","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2009","Spain","Total utility vehicles","Number","5,790,307",""
"2009","Spain","Total utility vehicles","Per thousand inhabitants",":",""
"2009","Spain","Lorries","Number","5,136,214",""
"2009","Spain","Lorries","Per thousand inhabitants",":",""
"2009","Spain","Road tractors","Number","206,730",""
"2009","Spain","Road tractors","Per thousand inhabitants",":",""
"2009","Spain","Trailers and semi-trailers","Number","412,840",""
"2009","Spain","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2009","Spain","Motorcycles","Number","2,606,674",""
"2009","Spain","Motorcycles","Per thousand inhabitants",":",""
"2009","Spain","Passenger cars","Number","21,983,485",""
"2009","Spain","Passenger cars","Per thousand inhabitants","473",""
"2009","Spain","Motor coaches, buses and trolley buses","Number","62,663",""
"2009","Spain","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2009","Spain","Special vehicles","Number","447,363",""
"2009","Spain","Special vehicles","Per thousand inhabitants",":",""
"2009","France","All vehicles (except trailers and motorcycles)","Number","38,235,505",""
"2009","France","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2009","France","Total utility vehicles","Number","6,751,405",""
"2009","France","Total utility vehicles","Per thousand inhabitants",":",""
"2009","France","Lorries","Number","6,160,805",""
"2009","France","Lorries","Per thousand inhabitants",":",""
"2009","France","Road tractors","Number","211,900",""
"2009","France","Road tractors","Per thousand inhabitants",":",""
"2009","France","Trailers and semi-trailers","Number","365,000",""
"2009","France","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2009","France","Motorcycles","Number",":",""
"2009","France","Motorcycles","Per thousand inhabitants",":",""
"2009","France","Passenger cars","Number","31,393,700",""
"2009","France","Passenger cars","Per thousand inhabitants","486",""
"2009","France","Motor coaches, buses and trolley buses","Number","90,400",""
"2009","France","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2009","France","Special vehicles","Number","378,700",""
"2009","France","Special vehicles","Per thousand inhabitants",":",""
"2009","Croatia","All vehicles (except trailers and motorcycles)","Number","1,709,900",""
"2009","Croatia","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2009","Croatia","Total utility vehicles","Number","172,300",""
"2009","Croatia","Total utility vehicles","Per thousand inhabitants",":",""
"2009","Croatia","Lorries","Number","151,800",""
"2009","Croatia","Lorries","Per thousand inhabitants",":",""
"2009","Croatia","Road tractors","Number","8,800",""
"2009","Croatia","Road tractors","Per thousand inhabitants",":",""
"2009","Croatia","Trailers and semi-trailers","Number","35,200",""
"2009","Croatia","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2009","Croatia","Motorcycles","Number","63,700",""
"2009","Croatia","Motorcycles","Per thousand inhabitants",":",""
"2009","Croatia","Passenger cars","Number","1,532,500",""
"2009","Croatia","Passenger cars","Per thousand inhabitants","356",""
"2009","Croatia","Motor coaches, buses and trolley buses","Number","5,100",""
"2009","Croatia","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2009","Croatia","Special vehicles","Number","11,700",""
"2009","Croatia","Special vehicles","Per thousand inhabitants",":",""
"2009","Italy","All vehicles (except trailers and motorcycles)","Number","41,180,530",""
"2009","Italy","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2009","Italy","Total utility vehicles","Number","4,737,900",""
"2009","Italy","Total utility vehicles","Per thousand inhabitants",":",""
"2009","Italy","Lorries","Number","3,941,500",""
"2009","Italy","Lorries","Per thousand inhabitants",":",""
"2009","Italy","Road tractors","Number","157,400",""
"2009","Italy","Road tractors","Per thousand inhabitants",":",""
"2009","Italy","Trailers and semi-trailers","Number","342,700",""
"2009","Italy","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2009","Italy","Motorcycles","Number","6,114,000",""
"2009","Italy","Motorcycles","Per thousand inhabitants",":",""
"2009","Italy","Passenger cars","Number","36,344,000",""
"2009","Italy","Passenger cars","Per thousand inhabitants","614",""
"2009","Italy","Motor coaches, buses and trolley buses","Number","98,630",""
"2009","Italy","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2009","Italy","Special vehicles","Number","639,000",""
"2009","Italy","Special vehicles","Per thousand inhabitants",":",""
"2009","Cyprus","All vehicles (except trailers and motorcycles)","Number","592,500",""
"2009","Cyprus","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2009","Cyprus","Total utility vehicles","Number","128,600",""
"2009","Cyprus","Total utility vehicles","Per thousand inhabitants",":",""
"2009","Cyprus","Lorries","Number","121,900",""
"2009","Cyprus","Lorries","Per thousand inhabitants",":",""
"2009","Cyprus","Road tractors","Number","2,200",""
"2009","Cyprus","Road tractors","Per thousand inhabitants",":",""
"2009","Cyprus","Trailers and semi-trailers","Number","11,400",""
"2009","Cyprus","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2009","Cyprus","Motorcycles","Number","23,500",""
"2009","Cyprus","Motorcycles","Per thousand inhabitants",":",""
"2009","Cyprus","Passenger cars","Number","460,500",""
"2009","Cyprus","Passenger cars","Per thousand inhabitants","562",""
"2009","Cyprus","Motor coaches, buses and trolley buses","Number","3,400",""
"2009","Cyprus","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2009","Cyprus","Special vehicles","Number","4,500",""
"2009","Cyprus","Special vehicles","Per thousand inhabitants",":",""
"2009","Latvia","All vehicles (except trailers and motorcycles)","Number","1,042,300",""
"2009","Latvia","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2009","Latvia","Total utility vehicles","Number","128,000",""
"2009","Latvia","Total utility vehicles","Per thousand inhabitants",":",""
"2009","Latvia","Lorries","Number","106,400",""
"2009","Latvia","Lorries","Per thousand inhabitants",":",""
"2009","Latvia","Road tractors","Number","14,200",""
"2009","Latvia","Road tractors","Per thousand inhabitants",":",""
"2009","Latvia","Trailers and semi-trailers","Number","80,400",""
"2009","Latvia","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2009","Latvia","Motorcycles","Number","33,600",""
"2009","Latvia","Motorcycles","Per thousand inhabitants",":",""
"2009","Latvia","Passenger cars","Number","904,300",""
"2009","Latvia","Passenger cars","Per thousand inhabitants","426",""
"2009","Latvia","Motor coaches, buses and trolley buses","Number","10,000",""
"2009","Latvia","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2009","Latvia","Special vehicles","Number","7,400",""
"2009","Latvia","Special vehicles","Per thousand inhabitants",":",""
"2009","Lithuania","All vehicles (except trailers and motorcycles)","Number","1,869,913",""
"2009","Lithuania","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2009","Lithuania","Total utility vehicles","Number","160,790",""
"2009","Lithuania","Total utility vehicles","Per thousand inhabitants",":",""
"2009","Lithuania","Lorries","Number","126,519",""
"2009","Lithuania","Lorries","Per thousand inhabitants",":",""
"2009","Lithuania","Road tractors","Number","19,806",""
"2009","Lithuania","Road tractors","Per thousand inhabitants",":",""
"2009","Lithuania","Trailers and semi-trailers","Number","41,770",""
"2009","Lithuania","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2009","Lithuania","Motorcycles","Number","36,562",""
"2009","Lithuania","Motorcycles","Per thousand inhabitants",":",""
"2009","Lithuania","Passenger cars","Number","1,695,286",""
"2009","Lithuania","Passenger cars","Per thousand inhabitants","540",""
"2009","Lithuania","Motor coaches, buses and trolley buses","Number","13,837",""
"2009","Lithuania","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2009","Lithuania","Special vehicles","Number","14,465",""
"2009","Lithuania","Special vehicles","Per thousand inhabitants",":",""
"2009","Luxembourg","All vehicles (except trailers and motorcycles)","Number","370,323",""
"2009","Luxembourg","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2009","Luxembourg","Total utility vehicles","Number","37,197",""
"2009","Luxembourg","Total utility vehicles","Per thousand inhabitants",":",""
"2009","Luxembourg","Lorries","Number","29,191",""
"2009","Luxembourg","Lorries","Per thousand inhabitants",":",""
"2009","Luxembourg","Road tractors","Number","5,550",""
"2009","Luxembourg","Road tractors","Per thousand inhabitants",":",""
"2009","Luxembourg","Trailers and semi-trailers","Number","25,084",""
"2009","Luxembourg","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2009","Luxembourg","Motorcycles","Number","15,551",""
"2009","Luxembourg","Motorcycles","Per thousand inhabitants",":",""
"2009","Luxembourg","Passenger cars","Number","331,503",""
"2009","Luxembourg","Passenger cars","Per thousand inhabitants","660",""
"2009","Luxembourg","Motor coaches, buses and trolley buses","Number","1,623",""
"2009","Luxembourg","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2009","Luxembourg","Special vehicles","Number","2,456",""
"2009","Luxembourg","Special vehicles","Per thousand inhabitants",":",""
"2009","Hungary","All vehicles (except trailers and motorcycles)","Number","3,498,159",""
"2009","Hungary","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2009","Hungary","Total utility vehicles","Number","466,720",""
"2009","Hungary","Total utility vehicles","Per thousand inhabitants",":",""
"2009","Hungary","Lorries","Number","405,219",""
"2009","Hungary","Lorries","Per thousand inhabitants",":",""
"2009","Hungary","Road tractors","Number","47,304",""
"2009","Hungary","Road tractors","Per thousand inhabitants",":",""
"2009","Hungary","Trailers and semi-trailers","Number","395,962",""
"2009","Hungary","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2009","Hungary","Motorcycles","Number","141,956",""
"2009","Hungary","Motorcycles","Per thousand inhabitants",":",""
"2009","Hungary","Passenger cars","Number","3,013,719",""
"2009","Hungary","Passenger cars","Per thousand inhabitants","301",""
"2009","Hungary","Motor coaches, buses and trolley buses","Number","17,720",""
"2009","Hungary","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2009","Hungary","Special vehicles","Number","14,197",""
"2009","Hungary","Special vehicles","Per thousand inhabitants",":",""
"2009","Malta","All vehicles (except trailers and motorcycles)","Number","281,755",""
"2009","Malta","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2009","Malta","Total utility vehicles","Number","45,578",""
"2009","Malta","Total utility vehicles","Per thousand inhabitants",":",""
"2009","Malta","Lorries","Number","41,323",""
"2009","Malta","Lorries","Per thousand inhabitants",":",""
"2009","Malta","Road tractors","Number","1,243",""
"2009","Malta","Road tractors","Per thousand inhabitants",":",""
"2009","Malta","Trailers and semi-trailers","Number",":",""
"2009","Malta","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2009","Malta","Motorcycles","Number","14,457",""
"2009","Malta","Motorcycles","Per thousand inhabitants",":",""
"2009","Malta","Passenger cars","Number","234,341",""
"2009","Malta","Passenger cars","Per thousand inhabitants","566",""
"2009","Malta","Motor coaches, buses and trolley buses","Number","1,836",""
"2009","Malta","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2009","Malta","Special vehicles","Number","3,012",""
"2009","Malta","Special vehicles","Per thousand inhabitants",":",""
"2009","Netherlands","All vehicles (except trailers and motorcycles)","Number","8,716,564",""
"2009","Netherlands","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2009","Netherlands","Total utility vehicles","Number","1,082,577",""
"2009","Netherlands","Total utility vehicles","Per thousand inhabitants",":",""
"2009","Netherlands","Lorries","Number","945,723",""
"2009","Netherlands","Lorries","Per thousand inhabitants",":",""
"2009","Netherlands","Road tractors","Number","71,560",""
"2009","Netherlands","Road tractors","Per thousand inhabitants",":",""
"2009","Netherlands","Trailers and semi-trailers","Number","1,056,740",""
"2009","Netherlands","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2009","Netherlands","Motorcycles","Number","623,442",""
"2009","Netherlands","Motorcycles","Per thousand inhabitants",":",""
"2009","Netherlands","Passenger cars","Number","7,622,353",""
"2009","Netherlands","Passenger cars","Per thousand inhabitants","460",""
"2009","Netherlands","Motor coaches, buses and trolley buses","Number","11,634",""
"2009","Netherlands","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2009","Netherlands","Special vehicles","Number","65,294",""
"2009","Netherlands","Special vehicles","Per thousand inhabitants",":",""
"2009","Austria","All vehicles (except trailers and motorcycles)","Number","5,268,000",""
"2009","Austria","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2009","Austria","Total utility vehicles","Number","899,000",""
"2009","Austria","Total utility vehicles","Per thousand inhabitants",":",""
"2009","Austria","Lorries","Number","371,000",""
"2009","Austria","Lorries","Per thousand inhabitants",":",""
"2009","Austria","Road tractors","Number","17,000",""
"2009","Austria","Road tractors","Per thousand inhabitants",":",""
"2009","Austria","Trailers and semi-trailers","Number","646,000",""
"2009","Austria","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2009","Austria","Motorcycles","Number","390,000",""
"2009","Austria","Motorcycles","Per thousand inhabitants",":",""
"2009","Austria","Passenger cars","Number","4,360,000",""
